,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
2755421,212,1,110109.43,0,0.0,0.0,0,889602.08,999711.52,0,0
5555320,383,0,52393.53,0,311174.61,258781.08,0,0.0,0.0,0,0
2386811,201,2,455479.71,0,0.0,0.0,0,2225972.59,2681452.3,0,0
3993275,298,0,48658.33,0,133249.0,84590.67,0,0.0,0.0,0,0
2837071,226,1,279632.31,0,80110.0,0.0,0,398459.26,678091.58,0,0
1619011,157,1,243662.45,0,508499.0,264836.55,0,0.0,243662.45,0,0
5260770,372,1,208958.26,0,4343.0,0.0,0,52229.44,261187.7,0,0
5906224,404,0,3512.8,0,11170.0,7657.2,0,0.0,0.0,0,0
1201337,133,0,1435.18,0,637545.0,636109.82,0,0.0,0.0,0,0
3192675,242,0,9811.15,0,13088.0,3276.85,0,0.0,0.0,0,0
3840627,282,1,6130.86,0,208879.0,202748.14,0,142446.78,148577.65,0,0
2153289,184,1,74631.43,0,21560.0,0.0,0,385028.12,459659.55,0,0
3626135,274,2,3324727.2,0,0.0,0.0,0,3645783.61,6970510.81,0,0
2904046,228,1,121459.0,0,243298.0,121839.0,0,96567.41,218026.41,0,0
2879558,228,2,1014639.06,0,0.0,0.0,0,20168900.3,21183539.37,0,0
5914078,404,0,3516.72,0,197.0,0.0,0,0.0,0.0,0,0
5776522,400,0,58527.12,0,14667.0,73194.12,0,0.0,0.0,0,0
1517404,153,0,19430.38,0,0.0,0.0,0,0.0,0.0,0,0
2194484,185,1,186104.72,0,0.0,0.0,0,1292301.11,1478405.82,0,0
2168166,185,0,4270.92,0,41667.0,37396.08,0,0.0,0.0,0,0
1240283,134,0,20217.3,0,0.0,0.0,0,0.0,0.0,0,0
2652128,209,1,115311.17,0,0.0,0.0,0,1745599.52,1860910.7,0,0
282197,15,1,189864.83,0,0.0,0.0,0,465134.61,654999.44,0,0
4641785,330,2,542142.05,0,0.0,0.0,0,782010.27,1324152.32,0,0
2394692,201,0,159354.85,0,26833.0,186187.85,0,0.0,0.0,0,0
1032941,93,0,5917.45,0,6169629.88,6175547.32,0,222709.86,216792.41,0,0
353466,17,0,17433.89,0,203921.28,186487.39,0,0.0,0.0,0,0
4329184,308,1,71281.8,0,0.0,0.0,0,393126.67,464408.48,0,0
6292474,667,0,7326.01,0,0.0,0.0,0,0.0,0.0,0,0
1307618,136,1,247057.19,0,0.0,0.0,0,3770232.75,4017289.94,0,0
2362739,190,1,50642.11,0,0.0,0.0,0,84229.31,134871.42,0,0
4128969,302,1,624288.03,0,10431.0,0.0,0,1029493.11,1653781.14,0,0
1455162,140,2,596592.63,0,0.0,0.0,0,16721602.44,17318195.07,0,0
3204835,249,0,12088.93,0,16113.0,4024.07,0,0.0,0.0,0,0
1588088,155,0,12660.57,0,214070.58,201410.01,0,0.0,0.0,0,0
3793264,281,0,3733.94,0,10551.0,6817.06,0,0.0,0.0,0,0
6100289,522,1,58721.26,0,49864.0,0.0,0,241711.95,300433.21,0,0
3950381,287,0,27749.72,0,21129.74,0.0,0,0.0,0.0,0,0
3330099,253,0,9502.02,0,0.0,0.0,0,0.0,0.0,0,0
5785795,400,0,5631.41,0,0.0,0.0,0,0.0,0.0,0,0
840822,41,1,311545.51,0,108750.64,0.0,0,909634.54,1221180.05,0,0
1773989,162,0,17504.99,0,56547.0,39042.01,0,0.0,0.0,0,0
4951875,351,0,17138.94,0,0.0,0.0,0,0.0,0.0,0,0
5050801,354,1,46050.34,0,101516.0,55465.66,0,364114.63,410164.97,0,0
3727962,278,0,5546.72,0,30080.0,24533.28,0,0.0,0.0,0,0
1646898,157,0,557638.86,0,822.0,558460.86,0,0.0,0.0,0,0
2419339,202,0,80514.26,0,15365614.95,15446129.2,0,2021913.82,1941399.56,0,0
631437,35,0,82174.24,0,5348167.16,5430341.4,0,793353.86,1115769.73,0,0
1967984,178,1,42307.01,0,304436.0,262128.99,0,4087.0,0.0,0,0
2872935,227,0,19826.03,0,48381.0,28554.97,0,0.0,0.0,0,0
615289,34,2,1275727.22,0,0.0,0.0,0,2700186.06,3975913.28,0,0
5705780,398,0,18423.89,0,0.0,0.0,0,0.0,0.0,0,0
6170075,563,0,128211.98,0,5952250.57,6080462.54,0,401679.16,273467.19,0,0
1632868,157,1,72010.08,0,525.0,0.0,0,0.0,72010.08,0,0
1327014,137,0,3665.16,0,11102.0,7436.84,0,0.0,0.0,0,0
6100056,522,0,121805.41,0,7507255.92,7629061.33,0,345174.72,223369.31,0,0
3531391,259,2,461310.95,0,0.0,0.0,0,2536697.11,2998008.05,0,0
756652,38,0,7194.28,0,279138.31,271944.03,0,0.0,0.0,0,0
2036207,180,1,29020.92,0,301.0,0.0,0,0.0,29020.92,0,0
4019847,299,0,13028.26,0,0.0,0.0,0,0.0,0.0,0,0
4446466,323,0,62226.9,0,256723.0,318949.9,0,13097906.49,13035679.58,0,0
6170713,563,0,179054.16,0,3355794.22,3534848.38,0,1121677.27,942623.11,0,0
5504946,380,0,19555.07,0,145858.0,126302.93,0,0.0,0.0,0,0
3065746,234,2,271483.42,0,10160.0,0.0,0,296111.49,567594.91,0,0
5678719,397,0,882021.8,0,513798.0,1395819.8,0,0.0,0.0,0,0
5545620,382,0,891.35,0,10339.0,9447.65,0,0.0,0.0,0,0
2176818,185,1,248961.26,0,102550.0,0.0,0,0.0,248961.26,0,0
789171,40,0,149195.76,0,11926258.12,12075453.88,0,1495985.92,1611007.73,0,0
3714086,277,2,39480.98,0,0.0,0.0,0,196178.92,235659.9,0,0
6283619,656,0,4010.68,0,560.0,0.0,0,0.0,0.0,0,0
5936667,404,1,22713.23,0,107291.0,84577.77,0,129423.18,152136.41,0,0
3929569,285,0,7613.16,0,7079.0,0.0,0,0.0,0.0,0,0
576974,33,1,79132.2,0,402553.0,323420.8,0,27283.66,106415.85,0,0
1919171,167,2,868078.98,0,0.0,0.0,0,2158578.14,3026657.12,0,0
3287106,252,1,46979.17,0,0.0,0.0,0,106459.04,153438.2,0,0
4066028,300,1,141804.67,0,78776.0,0.0,0,12707.25,154511.92,0,0
6313784,687,0,15332.23,0,12951.0,28283.23,0,13594.3,0.0,0,0
823775,41,0,11351.17,0,19907.46,8556.29,0,0.0,0.0,0,0
4482875,324,0,357473.9,0,1794816.85,2152290.75,0,2373720.12,2016246.22,0,0
6355375,709,2,739962.01,0,7067.0,0.0,0,127814.43,867776.44,0,0
2378135,192,0,4222.08,0,1188.0,0.0,0,0.0,0.0,0,0
2013221,180,1,119987.83,0,0.0,0.0,0,604563.77,724551.61,0,0
3902696,284,1,105252.64,0,5192.0,0.0,0,1334979.45,1440232.09,0,0
4112843,302,1,136107.32,0,247453.0,111345.68,0,5907921.99,6044029.3,0,0
5041393,354,1,15620.15,0,0.0,0.0,0,2659945.46,2675565.61,0,0
5726555,399,0,277976.54,0,12043742.79,12321719.33,0,13040395.82,12762419.28,0,0
4872502,348,0,165627.15,0,92061.0,257688.15,0,132479.66,0.0,0,0
4957677,351,0,45650.18,0,51148.28,5498.1,0,0.0,0.0,0,0
4966546,351,1,38652.28,0,0.0,0.0,0,2431729.61,2470381.9,0,0
2863638,227,0,20118.84,0,0.0,0.0,0,0.0,0.0,0,0
3436143,256,0,16180.03,0,2192.0,0.0,0,0.0,0.0,0,0
2339879,189,1,217538.57,0,0.0,0.0,0,1925408.27,2142946.84,0,0
556992,22,0,7971.85,0,15682.0,7710.15,0,0.0,0.0,0,0
4619341,329,1,50690.78,0,4987.0,0.0,0,140074.44,190765.22,0,0
3438179,256,0,15638.42,0,52823.0,37184.58,0,0.0,0.0,0,0
4420018,322,1,337762.71,0,99119.0,0.0,0,98924.58,436687.29,0,0
3819508,281,0,74014.27,0,5612159.91,5686174.18,0,774653.87,700639.59,0,0
1418359,139,1,3803.98,0,0.0,0.0,0,1433594.37,1437398.36,0,0
2826599,226,1,172547.38,0,0.0,0.0,0,198356.23,370903.61,0,0
3650463,275,1,80132.58,0,0.0,0.0,0,318387.42,398520.0,0,0
398405,18,0,143538.17,0,2711827.87,2855366.04,0,4128033.18,4850910.93,0,0
6074465,517,0,15889.32,0,0.0,0.0,0,0.0,0.0,0,0
4911433,349,1,316233.99,0,50838.0,0.0,0,1389738.92,1705972.92,0,0
4209686,305,0,118389.75,0,290057.32,408447.07,0,150616.68,32226.93,0,0
4588118,328,0,11797.63,0,10480230.93,10492028.56,0,2194720.38,2182922.75,0,0
1878962,164,0,259750.42,0,41332.0,301082.42,0,1779.78,0.0,0,0
1798245,162,0,25070.29,0,0.0,0.0,0,0.0,0.0,0,0
5296058,373,0,14251.88,0,12876.0,0.0,0,0.0,0.0,0,0
1741850,161,2,65796.68,0,0.0,0.0,0,252443.88,318240.56,0,0
333010,16,1,49757.54,0,101706.0,51948.46,0,306292.73,356050.26,0,0
2258110,187,0,10850.26,0,0.0,0.0,0,0.0,0.0,0,0
4692289,331,0,78562.84,0,440299.03,518861.86,0,364616.55,286053.71,0,0
3425412,256,0,12407.08,0,31160.0,18752.92,0,0.0,0.0,0,0
2432491,203,2,237293.42,0,30595.0,0.0,0,2267493.28,2504786.7,0,0
301676,15,2,180484.72,0,0.0,0.0,0,1531789.77,1712274.49,0,0
3680370,276,0,268269.58,0,235614.0,503883.58,0,3063172.04,2794902.45,0,0
6314023,687,0,10959.75,0,0.0,0.0,0,0.0,0.0,0,0
2552973,206,0,443557.09,0,2560916.97,3004474.06,0,2767853.09,2324296.0,0,0
3534947,259,1,189316.82,0,10051.0,0.0,0,205156.99,394473.82,0,0
4863776,348,2,350660.98,0,471550.65,120889.68,0,2174604.1,2525265.08,0,0
2352665,189,0,3064.54,0,30246.0,27181.46,0,0.0,0.0,0,0
1007923,46,1,218657.69,0,0.0,0.0,0,674519.56,893177.25,0,0
2943136,230,0,32649.0,0,508579.0,475930.0,0,0.0,0.0,0,0
6306860,684,1,121113.61,0,276.0,0.0,0,0.0,121113.61,0,0
1681379,159,0,8888.6,0,0.0,0.0,0,0.0,0.0,0,0
3577257,261,0,6745.88,0,908602.34,915348.22,0,12682.09,5936.2,0,0
1184707,132,1,275206.69,0,107777.0,0.0,0,0.0,275206.69,0,0
5608,6,0,1143.34,0,21890.0,20746.66,0,0.0,0.0,0,0
1420523,139,1,10542.94,0,0.0,0.0,0,506973.55,517516.49,0,0
4604578,329,0,19707.9,0,16397.0,36104.9,0,0.0,0.0,0,0
5884069,403,0,3149.35,0,200911.32,197761.97,0,0.0,0.0,0,0
5863666,403,0,5082.41,0,33858.35,28775.95,0,0.0,0.0,0,0
5674620,397,1,510979.43,0,49480.0,0.0,0,0.0,510979.43,0,0
2737964,212,0,6285.76,0,0.0,0.0,0,0.0,0.0,0,0
1770503,162,1,98969.98,0,38466.0,0.0,0,9388.3,108358.28,0,0
4126645,302,0,14771.94,0,8038.0,0.0,0,0.0,0.0,0,0
672506,36,0,9504.16,0,0.0,0.0,0,0.0,0.0,0,0
416870,18,2,354663.39,0,0.0,0.0,0,1327638.28,1839515.31,0,0
3786542,280,0,3310.29,0,495730.0,492419.71,0,0.0,0.0,0,0
1641079,157,0,265075.43,0,2925484.14,3190559.57,0,585531.39,320455.96,0,0
2704225,211,0,117626.75,0,3243845.29,3361472.04,0,1510371.4,1392744.65,0,0
4367290,310,0,107733.04,0,15327186.86,15434919.9,0,2592381.03,2484647.98,0,0
1780095,162,1,82088.19,0,0.0,0.0,0,3481550.54,3563638.74,0,0
4988752,352,0,219140.27,0,12385706.09,12604846.36,0,1335919.91,1116779.64,0,0
1263127,134,0,482809.28,0,662659.96,1145469.24,0,591937.23,109127.95,0,0
824712,41,1,94748.22,0,0.0,0.0,0,180454.78,275203.0,0,0
4859383,348,0,19397.03,0,234554.0,215156.97,0,0.0,0.0,0,0
2206015,186,0,2495.07,0,0.0,0.0,0,0.0,0.0,0,0
2926130,229,0,49139.91,0,188326.0,139186.09,0,0.0,0.0,0,0
3873577,283,1,280782.02,0,0.0,0.0,0,1360644.04,1641426.06,0,0
2316522,188,1,206822.13,0,0.0,0.0,0,4030845.21,4237667.35,0,0
2556298,206,1,35617.65,0,0.0,0.0,0,3119253.44,3154871.09,0,0
5781765,400,0,136317.67,0,10610.0,146927.67,0,3230517.24,3094199.58,0,0
5700984,398,2,1717433.14,0,0.0,0.0,0,5069664.34,6787097.48,0,0
2541459,206,0,9776.76,0,20566.0,10789.24,0,0.0,0.0,0,0
579146,33,0,10235.46,0,0.0,0.0,0,0.0,0.0,0,0
3930904,285,0,48131.13,0,2549118.03,2597249.16,0,110886.87,62755.74,0,0
5908907,404,1,107403.53,0,166598.0,59194.47,0,717443.23,824846.76,0,0
1826760,163,1,171111.62,0,0.0,0.0,0,198993.79,370105.41,0,0
4051271,300,0,7966.18,0,5606.0,0.0,0,0.0,0.0,0,0
5508849,380,0,12110.66,0,0.0,0.0,0,0.0,0.0,0,0
4943482,350,1,92139.45,0,0.0,0.0,0,1334685.35,1426824.81,0,0
5876168,403,0,4515.68,0,146868.18,142352.51,0,0.0,0.0,0,0
5304682,373,0,351784.86,0,16187.0,367971.86,0,499098.3,147313.44,0,0
927410,43,2,229337.64,0,0.0,0.0,0,1179460.44,1408798.07,0,0
2301147,188,0,10411.46,0,30.0,0.0,0,0.0,0.0,0,0
6157952,548,0,159353.74,0,4252170.22,4411523.96,0,167691.6,8337.86,0,0
4865112,348,1,253945.0,0,55067.0,0.0,0,0.0,253945.0,0,0
4447017,323,1,241537.34,0,0.0,0.0,0,1702490.0,1944027.34,0,0
5906265,404,0,1362.87,0,121479.0,120116.13,0,0.0,0.0,0,0
2784978,214,0,13413.21,0,16158132.13,16171545.34,0,696040.69,682627.48,0,0
895607,42,0,201503.74,0,21242.0,222745.74,0,7623.58,0.0,0,0
5728992,399,1,161268.37,0,0.0,0.0,0,737503.45,898771.82,0,0
602903,34,0,18034.38,0,0.0,0.0,0,0.0,0.0,0,0
6200436,576,0,121264.26,0,7265998.66,7387262.91,0,300998.16,179733.9,0,0
4155619,303,0,25756.07,0,46515.0,72271.07,0,0.0,0.0,0,0
4950488,351,0,112722.7,0,20441.0,133163.7,0,0.0,0.0,0,0
1312430,136,1,134450.71,0,10100.0,0.0,0,475956.77,610407.47,0,0
4540664,326,0,226963.91,0,372044.32,599008.23,0,1528935.23,1520909.28,0,0
2381903,194,0,102730.74,0,1136334.65,1239065.39,0,605275.5,502544.76,0,0
5578033,393,0,7626.52,0,0.0,0.0,0,0.0,0.0,0,0
3477005,258,1,113901.1,0,20287.0,0.0,0,230606.24,344507.34,0,0
5224456,370,1,337178.39,0,57.0,0.0,0,1791444.14,2128622.54,0,0
3479427,258,1,262909.14,0,0.0,0.0,0,3902217.94,4165127.09,0,0
57588,9,0,12721.1,0,331025.16,318304.05,0,0.0,0.0,0,0
1805591,163,0,9842.46,0,20294.0,10451.54,0,0.0,0.0,0,0
2288026,187,0,8222.89,0,229.0,0.0,0,0.0,0.0,0,0
2115014,183,0,259141.24,0,4146071.35,4405212.59,0,8711827.72,8452686.48,0,0
5786872,400,1,81571.63,0,237506.51,155934.88,0,551267.67,632839.3,0,0
6184656,567,2,32325.51,0,24419.0,0.0,0,77101.07,109426.58,0,0
2197095,185,0,13074.95,0,40315.0,27240.05,0,0.0,0.0,0,0
6131173,542,0,14373.62,0,8412.0,0.0,0,0.0,0.0,0,0
6010075,442,0,108744.54,0,2506781.34,2615525.87,0,515551.87,406807.34,0,0
1541817,154,1,77909.92,0,0.0,0.0,0,156132.95,234042.87,0,0
2104109,183,0,47213.09,0,4105739.41,4152952.5,0,3551500.23,3504287.14,0,0
5786279,400,0,3564.25,0,10505.0,6940.75,0,0.0,0.0,0,0
6114089,527,0,10652.39,0,22394.0,11741.61,0,0.0,0.0,0,0
3592968,262,0,30206.71,0,25312.78,55519.49,0,1984558.57,1954351.86,0,0
4373977,311,1,22538.55,0,46283.99,23745.44,0,1449414.9,1471953.44,0,0
3594984,262,0,4469.7,0,21081.0,16611.3,0,0.0,0.0,0,0
2696999,211,1,104887.03,0,9329.0,0.0,0,0.0,104887.03,0,0
602631,34,0,13765.29,0,428671.63,414906.34,0,0.0,0.0,0,0
5361199,375,0,19205.06,0,202.0,0.0,0,0.0,0.0,0,0
1507844,144,1,361585.21,0,103186.99,0.0,0,418542.66,780127.88,0,0
2108417,183,0,279463.97,0,20569246.04,20848710.01,0,480744.27,201280.3,0,0
4103750,301,0,11175.56,0,15119.0,3943.44,0,0.0,0.0,0,0
153696,12,0,120452.91,0,71538.02,191990.94,0,0.0,0.0,0,0
680650,36,1,69044.08,0,50317.0,0.0,0,0.0,69044.08,0,0
2310505,188,1,176537.5,0,0.0,0.0,0,180441.6,356979.09,0,0
4192882,305,0,10856.99,0,184301.0,173444.01,0,0.0,0.0,0,0
3237366,250,1,6934.93,0,0.0,0.0,0,891821.79,898756.72,0,0
5276543,372,0,226193.88,0,2248833.35,2475027.23,0,376274.63,150080.74,0,0
2743284,212,0,292864.63,0,2745840.92,3038705.55,0,1174604.12,881739.49,0,0
6133542,544,0,19471.96,0,83458.0,63986.04,0,0.0,0.0,0,0
1021102,47,1,602245.19,0,0.0,0.0,0,1708931.54,2311176.73,0,0
5145161,356,0,8685.02,0,79314.0,70628.98,0,0.0,0.0,0,0
3469506,258,1,286711.94,0,0.0,0.0,0,4152429.23,4439141.18,0,0
1786495,162,0,2731.86,0,22238.0,19506.14,0,0.0,0.0,0,0
5091923,355,1,91089.78,0,31204.0,0.0,0,110366.73,201456.51,0,0
2585468,207,0,1186.98,0,314927.79,313740.81,0,0.0,0.0,0,0
3517735,259,0,238.79,0,0.0,0.0,0,0.0,0.0,0,0
2809326,225,1,375769.25,0,10736.0,0.0,0,165328.02,541097.27,0,0
2978870,231,0,16796.35,0,0.0,0.0,0,0.0,0.0,0,0
343432,16,0,366250.65,0,20629.0,386879.65,0,2320002.85,1953752.2,0,0
4980567,352,1,286476.94,0,195486.0,0.0,0,97242.53,383719.46,0,0
645468,35,1,26220.97,0,0.0,0.0,0,1333496.05,1359717.02,0,0
5768516,400,0,130653.93,0,4513605.57,4644259.5,0,1449701.38,1319047.45,0,0
2750898,212,0,203665.59,0,3472376.08,3676041.67,0,1273893.64,674556.95,0,0
3593508,262,1,83408.93,0,0.0,0.0,0,382136.86,465545.79,0,0
666989,36,1,243747.8,0,10195.0,0.0,0,0.0,243747.8,0,0
6315225,687,0,19432.57,0,5461937.81,5481370.37,0,300859.41,281426.84,0,0
342121,16,1,4722.41,0,0.0,0.0,0,1334256.09,1338978.5,0,0
1540217,154,0,422484.34,0,935.0,423419.34,0,265638.9,0.0,0,0
3839886,282,1,130015.75,0,0.0,0.0,0,8719332.07,8849347.82,0,0
5876313,403,1,163914.74,0,12981.0,0.0,0,0.0,163914.74,0,0
5013257,353,0,2655.04,0,441974.25,439319.21,0,0.0,0.0,0,0
2796566,216,2,206770.4,0,7.0,0.0,0,330909.1,537679.49,0,0
715844,37,0,123493.91,0,574.0,124067.91,0,2560733.52,2276901.46,0,0
797814,40,0,21582.23,0,318535.59,296953.36,0,0.0,0.0,0,0
5584956,394,1,257023.03,0,0.0,0.0,0,832697.97,1089721.0,0,0
990209,45,1,309190.7,0,0.0,0.0,0,953092.64,1683492.25,0,0
1127836,131,2,636996.13,0,0.0,0.0,0,1608537.89,2245534.02,0,0
1946121,177,0,82659.96,0,9812740.09,9895400.05,0,562627.11,479967.15,0,0
1069520,121,1,479808.27,0,0.0,0.0,0,849727.79,1329536.07,0,0
1137028,131,0,192200.43,0,5976760.69,6168961.12,0,2060028.32,1867827.89,0,0
4118420,302,1,515901.84,0,0.0,0.0,0,924223.44,1440125.28,0,0
5891076,403,0,9473.46,0,22167.0,12693.54,0,0.0,0.0,0,0
4661262,330,2,1019120.12,0,0.0,0.0,0,1823394.81,2842514.94,0,0
2952833,230,2,240491.16,0,0.0,0.0,0,715676.18,956167.34,0,0
4984990,352,0,13014.65,0,3634.0,0.0,0,0.0,0.0,0,0
746359,38,1,177407.01,0,39935.0,0.0,0,94578.2,271985.21,0,0
359999,17,1,236876.31,0,0.0,0.0,0,774398.93,1011275.24,0,0
2930084,229,1,134944.73,0,0.0,0.0,0,147208.72,282153.45,0,0
1655744,158,1,44200.32,0,0.0,0.0,0,5846941.74,5891142.06,0,0
3086071,235,0,15652.2,0,24761.0,9108.8,0,0.0,0.0,0,0
4033139,299,0,15858.85,0,8194.0,0.0,0,0.0,0.0,0,0
5736270,399,0,8286.98,0,0.0,0.0,0,0.0,0.0,0,0
3670539,276,0,222521.52,0,11171898.82,11394420.34,0,249234.99,26713.47,0,0
390335,17,1,363367.4,0,45525.0,0.0,0,0.0,363367.4,0,0
4652598,330,1,6653.09,0,0.0,0.0,0,913768.38,920421.47,0,0
2199252,185,1,28331.64,0,0.0,0.0,0,2218896.38,2247228.02,0,0
3148791,236,0,1494.14,0,0.0,0.0,0,0.0,0.0,0,0
1043870,94,0,4792.28,0,0.0,0.0,0,0.0,0.0,0,0
874297,42,0,8634.53,0,132058.0,123423.47,0,0.0,0.0,0,0
1180284,132,0,10911.75,0,0.0,0.0,0,0.0,0.0,0,0
4677886,331,0,86476.69,0,6834379.79,6920856.48,0,276771.98,409881.0,0,0
4407922,322,1,111134.81,0,1376.0,0.0,0,0.0,111134.81,0,0
858900,41,0,456.0,0,7956.55,7500.55,0,0.0,0.0,0,0
5773918,400,1,359412.51,0,0.0,0.0,0,6587565.6,6946978.11,0,0
2241447,186,0,5709.47,0,97585.02,91875.55,0,0.0,0.0,0,0
4477973,324,0,36434.19,0,0.0,0.0,0,0.0,0.0,0,0
4715321,332,0,8982.97,0,7559.0,0.0,0,0.0,0.0,0,0
5484831,379,2,652613.18,0,0.0,0.0,0,2424652.38,3077265.56,0,0
392767,18,1,187352.74,0,20058.0,0.0,0,4861105.09,5048457.83,0,0
5594342,394,0,28995.66,0,363526.32,334530.66,0,0.0,0.0,0,0
4245346,306,0,190432.55,0,4249636.82,4440069.37,0,284420.81,93988.26,0,0
3292752,252,0,293651.24,0,39474.0,333125.24,0,0.0,0.0,0,0
786668,39,1,70913.25,0,0.0,0.0,0,831984.52,902897.77,0,0
6177513,565,1,95102.2,0,0.0,0.0,0,1494460.06,1589562.26,0,0
2235801,186,1,98761.08,0,15808.0,0.0,0,30286.45,129047.53,0,0
5408939,378,1,68440.87,0,95093.12,26652.25,0,302124.64,370565.52,0,0
1285340,135,1,290998.81,0,0.0,0.0,0,303507.35,594506.16,0,0
1437878,140,0,18525.59,0,0.0,0.0,0,0.0,0.0,0,0
1236230,134,1,563900.26,0,0.0,0.0,0,1822687.27,2061056.36,0,0
3594435,262,0,17895.22,0,7012.0,0.0,0,0.0,0.0,0,0
5564825,393,1,167562.93,0,398.0,0.0,0,840574.15,1008137.07,0,0
3721433,278,0,387236.56,0,9378855.74,9766092.29,0,1491799.22,1104562.67,0,0
3353017,254,1,55704.67,0,0.0,0.0,0,2706833.65,2762538.32,0,0
6201159,576,0,16135.99,0,0.0,0.0,0,0.0,0.0,0,0
2481725,204,0,247156.98,0,50268.0,297424.98,0,291431.65,44274.67,0,0
2064800,181,1,228005.16,0,0.0,0.0,0,25575122.63,25803127.78,0,0
1235203,134,1,80923.33,0,0.0,0.0,0,2309637.87,2390561.21,0,0
2433177,203,0,7812.6,0,9911.0,2098.4,0,0.0,0.0,0,0
5940099,404,2,366845.64,0,0.0,0.0,0,5606051.17,5972896.82,0,0
6327134,688,0,11336.44,0,0.0,0.0,0,0.0,0.0,0,0
2064432,181,0,5764.3,0,57433.95,51669.65,0,0.0,0.0,0,0
2049126,181,1,294616.69,0,82630.0,0.0,0,0.0,294616.69,0,0
113521,11,0,63515.89,0,2311008.31,2374524.2,0,223994.44,160478.54,0,0
4120709,302,0,26367.43,0,0.0,0.0,0,0.0,0.0,0,0
897327,42,1,287569.89,0,38205.0,0.0,0,66071.61,548890.41,0,0
4489373,324,1,117196.17,0,0.0,0.0,0,327436.47,444632.64,0,0
2631030,209,0,129.64,0,0.0,0.0,0,0.0,0.0,0,0
2090924,182,0,71475.86,0,60016.0,131491.86,0,465473.06,393997.2,0,0
5003377,353,1,177759.66,0,64973.0,0.0,0,0.0,177759.66,0,0
3447038,257,0,5885.79,0,0.0,0.0,0,0.0,0.0,0,0
5278442,372,0,47309.43,0,0.0,0.0,0,0.0,0.0,0,0
2307098,188,1,96106.88,0,20557.0,0.0,0,854179.19,950286.07,0,0
3464682,257,0,222463.95,0,902828.06,1125292.01,0,536917.63,314453.68,0,0
5070755,355,1,87046.17,0,75981.0,0.0,0,262090.88,349137.05,0,0
4394518,321,0,6354.69,0,1842.0,0.0,0,0.0,0.0,0,0
3057856,234,0,292289.49,0,1477239.93,1769529.42,0,637832.08,345542.59,0,0
6169326,563,0,6985.58,0,121137.0,114151.42,0,0.0,0.0,0,0
2550595,206,1,46703.78,0,30818.0,0.0,0,0.0,46703.78,0,0
5557708,383,0,7147.15,0,20853.0,13705.85,0,0.0,0.0,0,0
6351373,705,1,450127.08,0,287972.93,0.0,0,12397635.65,12847762.74,0,0
822174,40,0,21998.81,0,102613.0,80614.19,0,0.0,0.0,0,0
1170664,132,0,16448.25,0,0.0,0.0,0,0.0,0.0,0,0
5071282,355,0,24419.84,0,137671.53,113251.7,0,0.0,0.0,0,0
5830700,402,0,32416.89,0,125527.0,93110.11,0,0.0,0.0,0,0
644919,35,0,201690.67,0,40157.0,241847.67,0,0.0,0.0,0,0
6036298,476,0,4776.62,0,210.0,0.0,0,0.0,0.0,0,0
2758479,212,0,116572.42,0,143447.0,260019.42,0,0.0,0.0,0,0
4255288,306,0,67502.55,0,4130698.18,4198200.73,0,461038.61,393536.05,0,0
3628891,274,0,18573.85,0,10719023.9,10737597.75,0,112777.99,94204.14,0,0
2202360,185,0,202836.82,0,2434900.27,2637737.09,0,1196009.99,993173.17,0,0
4750621,333,0,19672.11,0,73420.0,53747.89,0,0.0,0.0,0,0
148312,12,0,336688.04,0,10496.0,347184.04,0,51843.53,0.0,0,0
3400931,255,0,5460.1,0,141756.65,136296.54,0,0.0,0.0,0,0
2518858,205,0,4685.75,0,25336.0,20650.25,0,0.0,0.0,0,0
2207670,186,0,9148.5,0,547.0,0.0,0,0.0,0.0,0,0
5554875,383,0,5132.15,0,104.0,0.0,0,0.0,0.0,0,0
4275102,307,2,225993.75,0,0.0,0.0,0,3608576.48,3834570.22,0,0
2652201,209,1,285080.4,0,0.0,0.0,0,3273614.42,3558694.83,0,0
639769,35,0,5429.15,0,1094.0,0.0,0,0.0,0.0,0,0
3352292,253,2,1197274.17,0,6021.0,0.0,0,0.0,1197274.17,0,0
4367568,310,2,2086134.6,0,0.0,0.0,0,2974698.69,5060833.29,0,0
1724547,160,2,316257.97,0,28596.0,0.0,0,375421.08,691679.05,0,0
3245994,250,1,226261.61,0,0.0,0.0,0,786134.63,1012396.25,0,0
2525660,205,0,12681.43,0,61171.06,48489.62,0,0.0,0.0,0,0
38900,9,0,555.13,0,214.0,0.0,0,0.0,0.0,0,0
2956116,230,0,213953.42,0,87049.0,301002.42,0,5719432.89,5505479.47,0,0
6349582,695,1,204383.86,0,0.0,0.0,0,477592.62,681976.48,0,0
3757489,279,0,417949.64,0,35564.0,453513.64,0,2314366.71,1896417.06,0,0
1088671,129,0,378.12,0,69574.6,69196.48,0,0.0,0.0,0,0
3284479,252,2,496398.64,0,0.0,0.0,0,5140668.4,5637067.04,0,0
2462932,203,0,279050.74,0,10734.0,289784.74,0,256809.66,0.0,0,0
2788851,215,0,188132.67,0,1560768.75,1748901.42,0,1883548.06,1695415.4,0,0
5582442,393,0,34111.84,0,110.0,0.0,0,0.0,0.0,0,0
2973317,231,0,43180.55,0,14978.0,58158.55,0,0.0,0.0,0,0
